2024,01,01,10,34.0,27.0,67,0.4,30,18.4,1010.0,2
2024,01,01,11,33.0,25.5,65,0.3,352,18.5,1010.7,2
2024,01,01,12,34.1,25.5,61,0.1,120,18.4,1008.9,2
2024,01,01,13,34.0,25.1,60,0.0,20,33.5,1008.0,2
2024,01,01,14,33.0,25.0,63,0.1,30,37.1,1007.0,2
2024,01,01,15,31.0,25.8,74,0.0,40,22.3,1008.5,2
2024,01,01,16,29.0,26.0,84,0.0,80,22.3,1009.0,2
2024,01,01,17,29.0,26.0,84,0.0,80,18.4,1010.0,2
2024,01,01,18,28.6,25.4,83,0.0,48,9.3,1010.9,2
2024,01,01,19,29.0,26.0,84,0.0,80,18.4,1011.0,2
2024,01,01,20,28.3,25.3,84,0.0,353,7.4,1011.3,2
2024,01,01,21,27.3,25.3,89,0.0,50,9.4,1011.4,2
2024,01,01,22,27.0,25.0,89,0.0,0,0.0,1011.2,2
2024,01,01,23,27.9,25.5,87,0.0,341,5.5,1010.8,2
2024,01,02,00,27.7,25.3,87,0.0,330,5.5,1010.4,2
2024,01,02,01,27.4,25.4,89,0.0,324,5.5,1010.7,2
2024,01,02,02,26.0,25.0,94,0.0,0,0.0,1011.0,2
2024,01,02,03,26.8,25.2,91,0.0,50,9.4,1011.5,2
2024,01,02,04,28.0,26.0,89,0.0,0,0.0,1012.0,2
2024,01,02,05,28.8,25.4,82,0.2,1,16.7,1012.3,2
2024,01,02,06,29.7,25.5,78,0.0,4,22.2,1012.8,2
2024,01,02,07,24.0,23.0,94,0.4,270,37.1,1015.0,3
2024,01,02,08,25.0,24.0,94,0.3,260,18.4,1014.0,3
2024,01,02,09,28.1,24.3,80,0.0,240,18.4,1012.9,2
2024,01,02,10,30.0,23.9,70,0.0,240,18.4,1011.0,3
2024,01,02,11,30.0,23.9,70,0.0,300,14.8,1010.0,2
2024,01,02,12,30.6,24.0,68,0.0,270,18.4,1008.9,2
2024,01,02,13,31.0,23.9,66,0.0,270,14.8,1008.0,2
2024,01,02,14,31.0,23.1,63,0.3,260,13.0,1008.0,2
2024,01,02,15,30.8,23.5,65,0.0,300,9.4,1008.2,2
2024,01,02,16,29.5,25.0,77,0.0,38,16.7,1009.3,2
2024,01,02,17,28.9,25.3,81,0.0,29,13.0,1010.0,2
2024,01,02,18,27.4,24.8,86,0.0,40,9.4,1010.7,2
2024,01,02,19,28.1,25.1,84,0.0,353,5.5,1010.8,18
2024,01,02,20,27.0,25.0,89,0.0,0,0.0,1011.0,18
2024,01,02,21,26.8,25.4,92,0.0,0,0.0,1010.9,2
2024,01,02,22,26.0,25.0,94,0.0,0,0.0,1010.9,18
2024,01,02,23,26.0,25.0,94,0.0,0,0.0,1010.5,18
2024,01,03,00,26.3,25.4,95,0.0,0,0.0,1010.5,8
2024,01,03,01,27.2,24.8,87,0.8,282,7.4,1010.4,8
2024,01,03,02,27.0,24.8,88,1.8,282,5.5,1010.7,8
2024,01,03,03,26.3,25.3,94,0.1,0,0.0,1011.0,8
2024,01,03,04,26.7,24.9,90,0.0,329,9.3,1011.7,8
2024,01,03,05,27.0,25.0,89,1.6,350,18.4,1012.0,8
2024,01,03,06,26.8,25.4,92,9.0,350,18.4,1012.6,8
2024,01,03,07,27.0,26.0,94,2.2,30,9.4,1012.0,8
2024,01,03,08,30.0,26.0,79,2.4,360,18.4,1011.0,8
2024,01,03,09,32.0,25.6,69,0.8,350,20.5,1011.0,8
2024,01,03,10,31.0,26.0,75,0.3,0,0.0,1009.0,7
2024,01,03,11,32.0,25.1,67,0.0,60,18.4,1008.0,7
2024,01,03,12,31.8,24.4,65,0.0,60,18.4,1007.4,18
2024,01,03,13,31.1,24.5,68,0.0,16,18.5,1008.3,2
2024,01,03,14,32.0,25.1,67,0.0,60,31.7,1008.0,2
2024,01,03,15,30.1,25.2,75,0.0,50,18.4,1008.8,2
2024,01,03,16,29.0,25.0,79,0.0,30,14.8,1008.8,2
2024,01,03,17,29.0,26.0,84,0.0,90,9.4,1009.7,2
2024,01,03,18,27.4,24.1,82,0.0,20,13.0,1011.7,2
2024,01,03,19,27.0,25.0,89,0.0,0,0.0,1011.0,18
2024,01,03,20,28.0,24.8,83,1.0,333,3.7,1011.1,18
2024,01,03,21,26.8,25.0,90,0.8,0,0.0,1011.7,2
2024,01,03,22,27.0,26.0,94,0.3,0,0.0,1011.6,18
2024,01,03,23,27.3,24.8,86,0.5,325,3.7,1011.1,7
2024,01,04,00,27.4,25.6,90,1.9,360,9.4,1010.7,8
2024,01,04,01,27.0,26.0,94,0.3,30,9.4,1011.0,8
2024,01,04,02,27.0,26.0,94,0.0,350,9.4,1010.0,8
